date,airline,flightNo,togo,originTime,departTime,type,state,reason
20170401,에어재팬화물항공,NQ8480,OKA(오키나와),00:05,00:21,화물,출발,
20170401,폴라에어카고 월드와이드,PO214,CVG(신시내티),00:05,00:04,화물,출발,
20170401,에미레이트항공,EK323,DXB(두바이),00:05,00:02,여객,출발,
20170401,대한항공,KE213,SFO(샌프란시스코),00:10,00:14,화물,출발,
20170401,싱가폴항공,SQ007,SIN(싱가포르),00:35,00:37,여객,출발,
20170401,홍콩익스프레스,UO3627,HKG(홍콩),00:50,01:52,여객,지연,연결-항공기에 의한 지연
20170401,네덜란드항공,KL856,AMS(암스테르담),00:55,00:59,여객,출발,
20170401,에티하드,EY873,AUH(아부다비 국제공항),00:55,00:49,여객,출발,
20170401,타이에어아시아엑스,XJ703,DMK(방콕(돈므앙)),01:05,01:05,여객,출발,
20170401,아시아나항공,OZ987,PVG(푸동),01:05,05:02,화물,지연,연결-항공기에 의한 지연
20170401,카타르항공,QR859,DOH(도하),01:20,01:26,여객,출발,
20170401,칼리타화물항공,K4827,ANC(앵커리지),01:25,02:32,,지연,연결-항공기에 의한 지연
20170401,독일화물항공,LH8387,FRA(프랑크푸르트),02:05,02:02,화물,출발,
20170401,대한항공,KE249,JFK(뉴욕),02:10,01:55,화물,출발,
20170401,대한항공,KE541,OSL(오슬로),02:35,02:49,화물,출발,
20170401,,TZ205,SIN(싱가포르),03:05,03:12,여객,출발,
20170401,아틀라스화물항공,5Y9778,HAN(노이바이(하노이)),03:45,04:03,화물,출발,
20170401,카고룩스화물항공,CV734,LUX(룩셈부르크 핀델 공항),03:55,07:48,화물,지연,연결-항공기에 의한 지연
20170401,대한항공,KE9583,FRA(프랑크푸르트),04:00,04:21,화물,출발,
20170401,카타르항공,QR8981,DOH(도하),04:15,14:29,화물,지연,연결-항공기에 의한 지연
20170401,홍콩익스프레스,UO615,HKG(홍콩),04:25,05:05,여객,출발,
20170401,중국화운항공,CK258,PVG(푸동),05:10,05:00,화물,출발,
20170401,폴라에어카고 월드와이드,PO969,HKG(홍콩),05:15,05:39,화물,출발,
20170401,폴라에어카고 월드와이드,PO735,HKG(홍콩),05:35,18:46,화물,지연,연결-항공기에 의한 지연
20170401,아시아나항공,OZ805A,GMP(김포),06:00,06:07,,출발,
20170401,필리핀항공,PR489,KLO(칼리보),06:50,07:01,여객,출발,
20170401,필리핀에어아시아,Z2037,KLO(칼리보),06:55,06:52,여객,출발,
20170401,에어인천,KJ231,YNT(연대),06:55,06:58,화물,출발,
20170401,진에어,LJ221,FUK(후쿠오카),07:05,07:14,여객,출발,
