date,airline,flightNo,togo,originTime,departTime,type,state,reason
20210201,아틀라스화물항공,5Y8137,DEL(델리),00:05,00:14,,출발,
20210201,칼리타화물항공,K4825,ANC(앵커리지),00:10,00:08,,출발,
20210201,에티오피안항공,ET673,ADD(아디스아바바),00:20,00:29,여객,출발,
20210201,아메리칸항공,AA9700,PVG(푸동),00:25,15:09,화물,지연,에 의한 지연
20210201,웨스턴글로벌항공,KD6276,PVG(푸동),00:25,01:08,,출발,
20210201,서던화물항공,9S275,HKG(홍콩),00:30,00:44,화물,출발,
20210201,아시아나항공,OZ282,LAX(로스앤젤레스),00:35,01:10,화물,출발,
20210201,아시아나항공,OZ2705,ORD(시카고),00:35,16:17,화물,지연,연결-항공기에 의한 지연
20210201,카타르항공,QR859,DOH(도하),00:35,02:56,여객,지연,연결-항공기에 의한 지연
20210201,칼리타화물항공,K4912,ANC(앵커리지),00:45,01:05,화물,출발,
20210201,프랑스항공,AF267,CDG(파리),00:45,00:54,화물,출발,
20210201,아틀라스화물항공,5Y551,JFK(뉴욕),00:55,05:03,화물,지연,연결-항공기에 의한 지연
20210201,네덜란드항공,KL856,AMS(암스테르담),00:55,00:58,여객,출발,
20210201,대한항공,KE319D,CAN(광저우),00:55,01:58,화물,지연,에 의한 지연
20210201,아에로멕시코,AM9000,PVG(푸동),01:00,01:01,,출발,
20210201,아틀라스화물항공,5Y581,WUH(우한),01:00,01:15,화물,출발,
20210201,아시아나항공,OZ987,PVG(푸동),01:05,02:47,화물,지연,정비-엔진에 의한 지연
20210201,대한항공,KE249,JFK(뉴욕),01:40,16:46,화물,지연,에 의한 지연
20210201,실크웨이웨스트,7L129,GYD(헤이다르 알리예프),02:00,05:24,화물,지연,연결-항공기에 의한 지연
20210201,에어브리지카고,RU792,SVO(셰레메티예보(모스크바)),02:10,02:32,화물,출발,
20210201,대한항공,KE207,LAX(로스앤젤레스),02:20,02:43,화물,출발,
20210201,독일화물항공,LH8387,FRA(프랑크푸르트),02:20,02:27,화물,출발,
20210201,대한항공,KE361D,HAN(노이바이(하노이)),02:30,02:58,화물,출발,
20210201,서던화물항공,9S8028,HKG(홍콩),02:30,03:03,화물,출발,
20210201,유나이티드항공,UA858,SFO(샌프란시스코),02:40,02:29,,출발,
20210201,에어캐나다,AC2284,YYZ(토론토),05:15,06:15,,지연,연결-항공기에 의한 지연
20210201,대한항공,KE479,HAN(노이바이(하노이)),05:35,05:45,화물,출발,
20210201,에어뉴질랜드,NZ1076,AKL(오클랜드),06:00,06:24,화물,출발,
20210201,칼리타화물항공,K4908,ANC(앵커리지),06:30,07:02,화물,출발,
20210201,웨스턴글로벌항공,KD4837,CSX(창사(장사)),06:30,07:13,,출발,
20210201,대한항공,KE9675,PEN(페낭),06:40,06:47,화물,출발,
20210201,대한항공,KE8241,DFW(댈러스),07:00,08:28,화물,지연,에 의한 지연
20210201,원통화물항공,YG9062,XIY(시안),07:05,12:33,화물,지연,연결-항공기에 의한 지연
20210201,폴란드항공,LO2002,BUD(부다페스트),07:25,07:44,여객,출발,
20210201,대한항공,KE8371,KUL(쿠알라룸푸르),08:00,09:15,화물,지연,에 의한 지연
20210201,대한항공,KE8703,NRT(나리타),08:00,08:11,화물,출발,
20210201,칼리타화물항공,K4936,ANC(앵커리지),08:30,21:59,화물,지연,연결-항공기에 의한 지연
20210201,대한항공,KE287,ORD(시카고),08:40,10:08,화물,지연,연결-항공기에 의한 지연
20210201,아틀라스화물항공,5Y4515,HKG(홍콩),08:50,09:49,,출발,
20210201,칼리타화물항공,K4816,ANC(앵커리지),08:55,11:31,화물,지연,연결-항공기에 의한 지연
