date,airline,flightNo,togo,originTime,departTime,type,state,reason
20210801,폴라에어카고 월드와이드,PO927,CVG(신시내티),00:05,00:10,화물,출발,
20210801,폴라에어카고 월드와이드,PO717,LAX(로스앤젤레스),00:20,00:32,화물,출발,
20210801,대한항공,KE279,LAX(로스앤젤레스),00:20,03:09,화물,지연,연결-항공기에 의한 지연
20210801,유나이티드항공,UA858,SFO(샌프란시스코),00:25,00:49,,출발,
20210801,아시아나항공,OZ7413,BKK(수안나폼(방콕)),00:30,00:47,화물,출발,
20210801,아틀라스화물항공,5Y8709,ORD(시카고),00:35,01:07,화물,출발,
20210801,프랑스항공,AF267,CDG(파리),00:40,01:22,여객,출발,
20210801,에어로로직,3S582,LEJ(라이프치히),00:45,00:45,화물,출발,
20210801,아시아나항공,OZ997,TSN(천진),00:50,01:11,화물,출발,
20210801,네덜란드항공,KL856,AMS(암스테르담),00:55,00:56,여객,출발,
20210801,유피에스화물항공,5X28,PVG(푸동),01:00,01:09,화물,출발,
20210801,아틀라스화물항공,5Y531,LAX(로스앤젤레스),01:00,06:11,화물,지연,연결-항공기에 의한 지연
20210801,아틀라스화물항공,5Y8143,PVG(푸동),01:00,02:43,,지연,연결-항공기에 의한 지연
20210801,아메리칸항공,AA9709,DFW(댈러스),01:00,00:58,화물,출발,
20210801,아시아나항공,OZ987,PVG(푸동),01:05,01:20,화물,출발,
20210801,터키항공,TK6545,ISL(아타튀르크),01:05,04:02,화물,지연,연결-항공기에 의한 지연
20210801,폴라에어카고 월드와이드,PO237,CVG(신시내티),01:15,03:35,화물,지연,연결-항공기에 의한 지연
20210801,아틀라스화물항공,5Y8762,LAX(로스앤젤레스),01:20,01:30,화물,출발,
20210801,대한항공,KE259,ORD(시카고),01:40,01:40,화물,출발,
20210801,카타르항공,QR859,DOH(도하),01:45,01:49,여객,출발,
20210801,에어브리지카고,RU692,SVO(셰레메티예보(모스크바)),01:50,02:00,화물,출발,
20210801,스위스 국제항공,LX2797,ZRH(취리히),02:20,02:22,화물,출발,
20210801,독일화물항공,LH8385,FRA(프랑크푸르트),02:25,02:24,화물,출발,
20210801,실크웨이웨스트,7L129,GYD(헤이다르 알리예프),02:30,03:48,화물,지연,연결-항공기에 의한 지연
20210801,대한항공,KE213,LAX(로스앤젤레스),02:40,02:39,화물,출발,
20210801,칼리타화물항공,K4812,ANC(앵커리지),02:45,07:18,화물,지연,연결-항공기에 의한 지연
20210801,독일화물항공,LH8459,FRA(프랑크푸르트),02:50,03:12,,출발,
20210801,아시아나항공,OZ389,HAN(노이바이(하노이)),03:15,03:24,화물,출발,
20210801,아시아나항공,OZ397,BKK(수안나폼(방콕)),03:20,03:39,화물,출발,
20210801,폴라에어카고 월드와이드,PO974,CVG(신시내티),03:40,04:08,화물,출발,
20210801,전일본항공,NH8536,NRT(나리타),03:50,03:58,화물,출발,
20210801,대한항공,KE273,VCP(비라코프스),04:00,04:10,화물,출발,
20210801,유피에스화물항공,5X84,PVG(푸동),04:00,04:05,화물,출발,
