date,airline,flightNo,togo,originTime,departTime,type,state,reason
20200701,아시아나항공,OZ951,HAN(노이바이(하노이)),00:05,00:05,화물,출발,
20200701,폴라에어카고 월드와이드,PO717,PVG(푸동),00:20,00:37,화물,출발,
20200701,실크웨이웨스트,7L122,GYD(헤이다르 알리예프),00:20,06:04,화물,지연,연결-항공기에 의한 지연
20200701,대한항공,KE361D,HAN(노이바이(하노이)),00:25,00:53,화물,출발,
20200701,프랑스항공,AF201,CDG(파리),00:25,00:30,,출발,
20200701,아시아나항공,OZ3873,HAN(노이바이(하노이)),00:25,00:47,화물,출발,
20200701,에티하드,EY873,AUH(아부다비 국제공항),00:30,00:35,여객,출발,
20200701,대한항공,KE323,XIY(시안),00:35,02:17,화물,지연,연결-항공기에 의한 지연
20200701,대한항공,KE277D,GDL(과달라하라),00:45,01:31,화물,출발,
20200701,프랑스항공,AF267,CDG(파리),00:50,00:58,여객,출발,
20200701,네덜란드항공,KL856,AMS(암스테르담),00:55,01:00,여객,출발,
20200701,아틀라스화물항공,5Y8939,PVG(푸동),01:20,01:37,화물,출발,
20200701,카타르항공,QR859,DOH(도하),01:25,01:54,여객,출발,
20200701,아시아나항공,OZ987,PVG(푸동),01:30,01:59,화물,출발,
20200701,아틀라스화물항공,5Y515,PVG(푸동),01:35,06:00,,지연,연결-항공기에 의한 지연
20200701,에어로로직,3S587,LEJ(라이프치히),02:20,02:24,화물,출발,
20200701,독일화물항공,LH8385,FRA(프랑크푸르트),02:25,02:22,화물,출발,
20200701,대한항공,KE541,OSL(오슬로),02:30,02:42,화물,출발,
20200701,캄보디아 에어웨이,KR540,PNH(프놈펜),02:40,02:58,여객,출발,
20200701,웨스턴글로벌항공,KD7342,HKG(홍콩),02:45,03:04,,출발,
20200701,대한항공,KE8351,BKK(수안나폼(방콕)),03:50,07:20,화물,지연,연결-항공기에 의한 지연
20200701,에어재팬화물항공,NQ8536,NRT(나리타),03:55,03:57,화물,출발,
20200701,폴라에어카고 월드와이드,PO225,CVG(신시내티),04:35,19:25,화물,지연,승무원휴식에 의한 지연
20200701,카타르항공,QR8983,DOH(도하),06:20,06:15,화물,출발,
20200701,유피에스화물항공,5X10,PVG(푸동),06:25,08:19,,지연,연결-항공기에 의한 지연
20200701,에어로로직,3S575,LEJ(라이프치히),06:30,06:21,,출발,
20200701,티웨이항공,TW101F,HIN(사천),07:10,07:41,,지연,연결-항공기에 의한 지연
20200701,카고로직에어,P35772,ANC(앵커리지),07:15,21:02,,지연,승무원휴식에 의한 지연
20200701,대한항공,KE8287,ORD(시카고),07:30,10:02,화물,지연,연결-화물연결에 의한 지연
20200701,대한항공,KE621,MNL(마닐라),07:50,07:49,여객,출발,
20200701,유피에스화물항공,5X94,HKG(홍콩),07:55,07:54,화물,출발,
20200701,아시아나항공,OZ795,FRA(프랑크푸르트),08:30,09:17,화물,출발,
20200701,아메리칸항공,AA9722,PVG(푸동),08:30,08:44,화물,출발,
20200701,아시아나항공,OZ317,TAO(청도),08:50,09:02,화물,출발,
20200701,아시아나항공,OZ102,NRT(나리타),09:00,10:16,여객,지연,기상-운고에 의한 지연
20200701,아시아나항공,OZ2921,ORD(시카고),09:05,09:19,화물,출발,
20200701,아시아나항공,OZ198,NRT(나리타),09:05,10:34,화물,지연,기상-운고에 의한 지연
20200701,독일화물항공,LH8433,FRA(프랑크푸르트),09:20,09:21,,출발,
20200701,대한항공,KE035,ATL(애틀랜타),09:20,09:46,여객,출발,
20200701,에어인천,KJ231,YNT(연대),09:30,09:31,화물,출발,
20200701,아메리칸항공,AA9705,PVG(푸동),09:35,09:48,화물,출발,
20200701,대한항공,KE335,PVG(푸동),09:45,09:52,화물,출발,
20200701,독일항공,LH719,MUC(뮌헨),10:00,10:13,여객,출발,
20200701,대한항공,KE081,JFK(뉴욕),10:00,10:20,여객,출발,
20200701,대한항공,KE539,FRA(프랑크푸르트),10:00,10:22,화물,출발,
20200701,대한항공,KE9509,AMS(암스테르담),10:00,10:12,화물,출발,
20200701,아시아나항공,OZ711,TPE(타이완 타오위안 국제 공항),10:00,10:18,여객,출발,
20200701,제주항공,7C8501,WEH(위해),10:10,11:01,여객,출발,
20200701,아시아나항공,OZ222,JFK(뉴욕),10:20,10:32,여객,출발,
20200701,대한항공,KE093,IAD(워싱톤),10:25,10:49,여객,출발,
20200701,아메리칸항공,AA9719,PEK(베이징),10:30,10:41,화물,출발,
20200701,대한항공,KE8347,CGK(자카르타(수카르노 하타) 국제 공항),10:30,11:34,화물,지연,연결-항공기에 의한 지연
20200701,산동항공,SC2406,TAO(청도),10:35,10:53,화물,출발,
20200701,대한항공,KE691,TPE(타이완 타오위안 국제 공항),10:35,10:58,여객,출발,
20200701,대한항공,KE881,WUH(우한),10:40,10:55,화물,출발,
20200701,대한항공,KE037,ORD(시카고),10:40,10:46,여객,출발,
20200701,델타항공,DL158,DTW(디트로이트),10:45,10:51,여객,출발,
20200701,에티오피안항공,ET3728,HKG(홍콩),11:30,15:40,화물,지연,연결-항공기에 의한 지연
20200701,에어인천,KJ233,YNT(연대),11:40,13:43,화물,지연,연결-항공기에 의한 지연
20200701,대한항공,KE703,NRT(나리타),11:40,11:53,여객,출발,
20200701,서던화물항공,9S237,HKG(홍콩),11:55,11:58,화물,출발,
20200701,아시아나항공,OZ541,FRA(프랑크푸르트),12:00,12:16,여객,출발,
20200701,독일화물항공,LH8441,FRA(프랑크푸르트),12:20,12:38,,출발,
20200701,대한항공,KE085,JFK(뉴욕),12:30,12:33,화물,출발,
20200701,유피에스화물항공,5X174,ANC(앵커리지),12:30,12:30,화물,출발,
20200701,칼리타화물항공,K4960,NGB(닝보),12:30,16:58,,지연,연결-화물연결에 의한 지연
20200701,중화항공,CI161,TPE(타이완 타오위안 국제 공항),12:35,12:23,여객,출발,
20200701,대한항공,KE937,VIE(비엔나),12:50,13:02,여객,출발,
20200701,중국국제항공,CA618,PVG(푸동),12:50,12:40,화물,출발,
20200701,대한항공,KE869,DLC(대련),13:00,13:09,화물,출발,
20200701,대한항공,KE8319,CAN(광저우),13:00,13:11,화물,출발,
20200701,산동항공,SC2412,YNT(연대),13:05,13:19,화물,출발,
20200701,대한항공,KE861,TAO(청도),13:05,13:13,화물,출발,
20200701,페덱스화물항공,FX5230,IND(인디애나폴리스),13:10,13:17,화물,출발,
20200701,유피에스화물항공,5X64,ANC(앵커리지),13:10,13:15,화물,출발,
20200701,대한항공,KE923,SVO(셰레메티예보(모스크바)),13:20,13:23,화물,출발,
20200701,유피에스화물항공,5X11,SDF(루이즈빌),13:20,16:27,화물,지연,연결-항공기에 의한 지연
20200701,대한항공,KE901,CDG(파리),13:20,13:34,여객,출발,
20200701,대한항공,KE551,NRT(나리타),13:25,14:14,화물,출발,
20200701,대한항공,KE557,KKJ(기타규슈),13:30,14:36,화물,지연,연결-항공기에 의한 지연
20200701,대한항공,KE907,LHR(런던히드로),13:30,13:46,여객,출발,
20200701,델타항공,DL196,SEA(시애틀),13:40,16:29,여객,지연,정비-항공전자에 의한 지연
20200701,웨스턴글로벌항공,KD7343,ANC(앵커리지),14:00,14:05,,출발,
20200701,페덱스화물항공,FX5391,ANC(앵커리지),14:05,14:24,화물,출발,
20200701,대한항공,KE553,KIX(간사이),14:10,14:32,화물,출발,
20200701,칼리타화물항공,K4816,ANC(앵커리지),14:15,14:17,화물,출발,
20200701,중국남방항공,CZ696,DLC(대련),14:20,14:22,화물,출발,
20200701,대한항공,KE017,LAX(로스앤젤레스),14:30,14:45,여객,출발,
20200701,아시아나항공,OZ202,LAX(로스앤젤레스),14:40,14:48,여객,출발,
20200701,에어브리지카고,RU369,PVG(푸동),14:50,14:59,화물,출발,
20200701,대한항공,KE627,CGK(자카르타(수카르노 하타) 국제 공항),15:05,15:39,화물,출발,
20200701,오케이항공,BK3206,CAN(광저우),15:15,15:50,여객,출발,
20200701,아시아나항공,OZ761,CGK(자카르타(수카르노 하타) 국제 공항),15:20,15:34,여객,출발,
20200701,아시아나항공,OZ985,YNT(연대),15:25,17:32,화물,지연,연결-항공기에 의한 지연
20200701,폴라에어카고 월드와이드,PO997,PVG(푸동),15:25,15:36,화물,출발,
20200701,아시아나항공,OZ997,TSN(천진),15:30,15:43,화물,출발,
20200701,유피에스화물항공,5X80,PVG(푸동),15:45,15:47,,출발,
20200701,유나이티드항공,UA2833,SFO(샌프란시스코),16:00,15:45,화물,출발,
20200701,대한항공,KE471,RGN(양곤),16:15,16:17,화물,출발,
20200701,대한항공,KE671,KUL(쿠알라룸푸르),16:35,17:04,여객,출발,
20200701,에어캐나다,AC064,YVR(밴쿠버),16:40,16:45,여객,출발,
20200701,싱가폴항공,SQ609,SIN(싱가포르),16:45,16:56,여객,출발,
20200701,페덱스화물항공,FX5077,IND(인디애나폴리스),17:05,:,화물,취소,화물수요부족에 의한 취소
20200701,에티오피안항공,ET672,NRT(나리타),17:25,18:00,여객,출발,
20200701,아시아나항공,OZ192,KIX(간사이),17:30,17:39,화물,출발,
20200701,대한항공,KE9657,BKK(수안나폼(방콕)),17:45,17:58,화물,출발,
20200701,칼리타화물항공,K4936,HFE(허페이),17:50,18:42,,출발,
20200701,대한항공,KE317,TSN(천진),17:55,18:29,화물,출발,
20200701,중국동방항공,MU7702,WUX(수난 슈오팡 국제공항),18:05,18:06,여객,출발,
20200701,대한항공,KE651,BKK(수안나폼(방콕)),18:05,18:07,여객,출발,
20200701,대한항공,KE071,YVR(밴쿠버),18:10,19:00,여객,출발,
20200701,아시아나항공,OZ272,SEA(시애틀),18:20,18:33,여객,출발,
20200701,유피에스화물항공,5X93,ANC(앵커리지),18:30,18:40,,출발,
20200701,대한항공,KE689,PNH(프놈펜),18:40,18:46,여객,출발,
20200701,대한항공,KE683,SGN(떤선녀엇(호찌민)),18:40,18:55,여객,출발,
20200701,대한항공,KE645,SIN(싱가포르),18:40,18:50,화물,출발,
20200701,대한항공,KE623,MNL(마닐라),18:45,19:05,여객,출발,
20200701,아시아나항공,OZ703,MNL(마닐라),19:00,19:13,여객,출발,
20200701,대한항공,KE679,HAN(노이바이(하노이)),19:05,19:16,여객,출발,
20200701,아시아나항공,OZ735,SGN(떤선녀엇(호찌민)),19:25,19:40,여객,출발,
20200701,아시아나항공,OZ739,PNH(프놈펜),19:30,19:54,여객,출발,
20200701,아시아나항공,OZ9331,HAN(노이바이(하노이)),19:30,20:38,화물,지연,에 의한 지연
20200701,아시아나항공,OZ733,HAN(노이바이(하노이)),19:30,19:35,여객,출발,
20200701,대한항공,KE011,LAX(로스앤젤레스),19:40,19:48,여객,출발,
20200701,장영항공(長榮),BR159,TPE(타이완 타오위안 국제 공항),19:45,19:52,여객,출발,
20200701,대한항공,KE025,SFO(샌프란시스코),20:00,20:00,여객,출발,
20200701,아시아나항공,OZ212,SFO(샌프란시스코),20:40,20:54,여객,출발,
20200701,산동항공,SC2420,TNA(지난),21:10,21:00,화물,출발,
20200701,대한항공,KE611,HKG(홍콩),21:15,21:13,화물,출발,
20200701,대한항공,KE9019,LAX(로스앤젤레스),21:20,21:41,화물,출발,
20200701,하와이안항공,HA1326,HNL(호놀룰루),21:25,21:23,화물,출발,
20200701,아시아나항공,OZ969,HKG(홍콩),21:30,21:45,화물,출발,
20200701,유피에스화물항공,5X195,ANC(앵커리지),21:50,21:51,화물,출발,
20200701,유피에스화물항공,5X99,ANC(앵커리지),21:50,22:10,화물,출발,
20200701,에어홍콩화물항공,LD129,HKG(홍콩),21:50,21:54,화물,출발,
20200701,페덱스화물항공,FX5924,ANC(앵커리지),21:55,22:16,화물,출발,
20200701,폴라에어카고 월드와이드,PO214,CVG(신시내티),22:00,22:34,화물,출발,
20200701,폴라에어카고 월드와이드,PO916,LAX(로스앤젤레스),22:10,22:14,화물,출발,
20200701,대한항공,KE313,HKG(홍콩),22:25,22:44,화물,출발,
20200701,아틀라스화물항공,5Y2688,JFK(뉴욕),22:30,22:47,화물,출발,
20200701,페덱스화물항공,FX5231,MEM(멤피스),22:30,22:49,화물,출발,
20200701,유피에스화물항공,5X89,ANC(앵커리지),22:55,23:02,화물,출발,
20200701,원통화물항공,YG9074,YNZ(옌청),23:05,23:05,화물,출발,
20200701,대한항공,KE277,GDL(과달라하라),23:15,23:28,화물,출발,
20200701,대한항공,KE283,ORD(시카고),23:20,23:41,화물,출발,
20200701,대한항공,KE8209,LAX(로스앤젤레스),23:20,23:43,화물,출발,
