date,airline,flightNo,togo,originTime,departTime,type,state,reason
20201001,웨스턴글로벌항공,KD7342,HKG(홍콩),00:10,00:14,,출발,
20201001,폴라에어카고 월드와이드,PO715,PVG(푸동),00:20,00:43,화물,출발,
20201001,네덜란드항공,KL858,AMS(암스테르담),00:25,00:20,,출발,
20201001,콴타스항공,QF7521,ANC(앵커리지),00:25,03:48,화물,지연,연결-항공기에 의한 지연
20201001,에티오피안항공,ET673,ADD(아디스아바바),00:45,01:10,여객,출발,
20201001,네덜란드항공,KL856,AMS(암스테르담),00:55,00:47,여객,출발,
20201001,아시아나항공,OZ987,PVG(푸동),01:05,03:43,화물,지연,연결-항공기에 의한 지연
20201001,아틀라스화물항공,5Y583,ORD(시카고),01:10,01:16,화물,출발,
20201001,대한항공,KE269,ATL(애틀랜타),01:10,01:05,화물,출발,
20201001,아틀라스화물항공,5Y551,JFK(뉴욕),01:15,01:19,화물,출발,
20201001,아틀라스화물항공,5Y8675,PVG(푸동),01:20,01:54,화물,출발,
20201001,카타르항공,QR859,DOH(도하),01:25,01:14,여객,출발,
20201001,서던화물항공,9S276,CVG(신시내티),01:30,01:34,,출발,
20201001,유피에스화물항공,5X86,PVG(푸동),01:30,01:36,화물,출발,
20201001,몽골항공,OM308,ULN(부얀트 우카(울란바타르)),01:35,:,여객,취소,기타에 의한 취소
20201001,에어로로직,3S582,LEJ(라이프치히),01:40,01:38,화물,출발,
20201001,대한항공,KE249,JFK(뉴욕),01:40,01:45,화물,출발,
20201001,아시아나항공,OZ395,SIN(싱가포르),01:40,02:44,화물,지연,에 의한 지연
20201001,에어브리지카고,RU392,SVO(셰레메티예보(모스크바)),01:50,03:31,화물,지연,연결-항공기에 의한 지연
20201001,독일화물항공,LH8390,KIX(간사이),01:55,01:56,화물,출발,
20201001,대한항공,KE273,VCP(비라코프스),02:20,02:19,화물,출발,
20201001,독일화물항공,LH8387,FRA(프랑크푸르트),02:25,02:16,화물,출발,
20201001,웨스턴글로벌항공,KD1572,ANC(앵커리지),02:30,05:55,,지연,정비-기타에 의한 지연
20201001,대한항공,KE8315,PVG(푸동),02:45,02:57,화물,출발,
20201001,유피에스화물항공,5X10,PVG(푸동),03:10,03:24,화물,출발,
20201001,에어재팬화물항공,NQ8536,NRT(나리타),03:55,03:55,화물,출발,
20201001,델타항공,DL287,PVG(푸동),04:00,04:15,,출발,
20201001,중국화운항공,CK258,PVG(푸동),04:05,03:26,화물,출발,
20201001,대한항공,KE361,HAN(노이바이(하노이)),04:10,05:18,화물,지연,에 의한 지연
20201001,아시아나항공,OZ387,HAN(노이바이(하노이)),04:20,04:38,화물,출발,
20201001,폴라에어카고 월드와이드,PO225,CVG(신시내티),04:35,17:27,화물,지연,승무원휴식에 의한 지연
20201001,폴라에어카고 월드와이드,PO997,PVG(푸동),05:00,15:25,화물,지연,승무원휴식에 의한 지연
20201001,대한항공,KE537,FRA(프랑크푸르트),05:00,08:14,화물,지연,연결-항공기에 의한 지연
20201001,대한항공,KE8373,PEN(페낭),05:10,05:11,화물,출발,
20201001,아시아나항공,OZ951,HAN(노이바이(하노이)),05:30,07:27,화물,지연,연결-항공기에 의한 지연
20201001,에어브리지카고,RU9337,HKG(홍콩),05:40,06:53,,지연,연결-승무원연결에 의한 지연
20201001,진에어,LJ941,CJU(제주),06:00,06:15,여객,출발,
20201001,에어로로직,3S575,LEJ(라이프치히),06:30,06:35,,출발,
20201001,웨스턴글로벌항공,KD4835,CSX(창사(장사)),06:30,08:10,,지연,연결-항공기에 의한 지연
20201001,뱀부항공,QH451,HAN(노이바이(하노이)),06:50,:,여객,취소,기타에 의한 취소
20201001,티웨이항공,TW3007,TAE(대구),07:10,07:40,,지연,연결-항공기에 의한 지연
20201001,서던화물항공,9S096,LAX(로스앤젤레스),07:20,07:52,화물,출발,
20201001,독일화물항공,LH8445,FRA(프랑크푸르트),07:25,08:03,,출발,
20201001,칼리타화물항공,K4814,ANC(앵커리지),07:30,14:11,화물,지연,연결-화물연결에 의한 지연
20201001,웨스턴글로벌항공,KD7343,ANC(앵커리지),07:35,11:38,,지연,정비-기타에 의한 지연
20201001,대한항공,KE479,HAN(노이바이(하노이)),08:10,08:12,화물,출발,
20201001,아틀라스화물항공,5Y8833,HKG(홍콩),08:15,08:28,,출발,
20201001,유피에스화물항공,5X89,ANC(앵커리지),08:20,08:59,화물,출발,
20201001,아시아나항공,OZ793,FRA(프랑크푸르트),08:30,08:51,화물,출발,
20201001,아시아나항공,OZ6253,SPN(사이판),08:30,08:48,여객,출발,
20201001,아시아나항공,OZ339,HRB(하얼빈),08:40,09:02,여객,출발,
20201001,칼리타화물항공,K4919,CVG(신시내티),08:55,10:39,화물,지연,연결-항공기에 의한 지연
20201001,독일화물항공,LH8413,FRA(프랑크푸르트),08:55,09:21,,출발,
20201001,아시아나항공,OZ102,NRT(나리타),09:00,09:15,여객,출발,
20201001,대한항공,KE681,SGN(떤선녀엇(호찌민)),09:05,09:11,화물,출발,
20201001,아시아나항공,OZ248,ATL(애틀랜타),09:05,11:16,화물,지연,연결-항공기에 의한 지연
20201001,대한항공,KE035,ATL(애틀랜타),09:20,09:27,여객,출발,
20201001,대한항공,KE031,DFW(댈러스),09:20,09:33,여객,출발,
20201001,대한항공,KE091,BOS(보스턴),09:30,09:43,여객,출발,
20201001,대한항공,KE073,YYZ(토론토),09:35,10:09,여객,출발,
20201001,아시아나항공,OZ711,TPE(타이완 타오위안 국제 공항),10:00,10:02,여객,출발,
20201001,대한항공,KE081,JFK(뉴욕),10:00,10:05,여객,출발,
20201001,독일항공,LH719,MUC(뮌헨),10:00,09:59,여객,출발,
20201001,대한항공,KE315,PVG(푸동),10:15,10:16,화물,출발,
20201001,아시아나항공,OZ222,JFK(뉴욕),10:20,10:40,여객,출발,
