,arrival,total,under_30,under_60,over_60,delay_time,delay_rate,cancel_rate,airline,id
0,CDG(파리),1484,90.49,0.4,9.11,10.0,9.5,0.13,프랑스항공,qXohh6UesYcRa
1,PVG(푸동),1,100.0,0.0,0.0,0.0,0.0,0.0,프랑스항공,Ou9iGxEzgh0ls
