,arrival,total,under_30,under_60,over_60,delay_time,delay_rate,cancel_rate,airline,id
0,PVG(푸동),2,100.0,0.0,0.0,0.0,0.0,0.0,유나이티드항공,ipgeb8T6WjvFl
1,SFO(샌프란시스코),1572,92.9,0.58,6.52,9.0,7.06,0.51,유나이티드항공,mxQ7t5tdWFL92
